,loss,accuracy,val_loss,val_accuracy,lr
0,1.0008527040481567,0.5060862898826599,0.852628231048584,0.5194514393806458,0.001
1,0.7410128712654114,0.6829836964607239,0.6741208434104919,0.7318524718284607,0.001
2,0.6293961405754089,0.7690048217773438,0.6013383269309998,0.783610463142395,0.001
3,0.5966773629188538,0.7819520831108093,0.6119853258132935,0.7798060774803162,0.001
4,0.586637020111084,0.7818293571472168,0.5912235975265503,0.7873841524124146,0.001
5,0.7733728289604187,0.6854458451271057,0.7436842918395996,0.6919371485710144,0.001
6,0.6334992051124573,0.768222451210022,0.6005697846412659,0.7897158861160278,0.001
7,0.6139023303985596,0.7756394743919373,0.5926209688186646,0.7882125377655029,0.001
8,0.5820680856704712,0.7849203944206238,0.5946511030197144,0.7743756771087646,0.001
9,0.6525315642356873,0.7550297379493713,0.5848583579063416,0.7960054278373718,0.001
10,0.63423752784729,0.7631294131278992,0.6140690445899963,0.7806344628334045,0.001
11,0.7145768404006958,0.7177526354789734,0.7423144578933716,0.6988709568977356,0.001
12,0.6985076665878296,0.7351486086845398,0.6738434433937073,0.7583604454994202,0.001
13,0.5938689112663269,0.7890700101852417,0.5921204090118408,0.7876296043395996,0.000100000005
14,0.5722982883453369,0.7925829291343689,0.5803427696228027,0.7888261675834656,0.000100000005
15,0.5568632483482361,0.7954208850860596,0.5675909519195557,0.79585200548172,0.000100000005
16,0.5477702021598816,0.7974151372909546,0.5611873865127563,0.7922930717468262,0.000100000005
17,0.5387053489685059,0.7993403673171997,0.5644248723983765,0.7922623753547668,1.0000001e-05
18,0.5349549651145935,0.8005982637405396,0.5625576972961426,0.7916487455368042,1.0000001e-05
19,0.5331245064735413,0.8007209897041321,0.5638918280601501,0.7937350273132324,1.0000001e-05
20,0.5333951115608215,0.8011658787727356,0.5635669827461243,0.7924464344978333,1.0000001e-05
21,0.5321467518806458,0.8017181158065796,0.563202440738678,0.7925385236740112,1.0000001e-06
22,0.5337356328964233,0.801119863986969,0.5635045170783997,0.7922316789627075,1.0000001e-06
23,0.5317744612693787,0.801672101020813,0.562519371509552,0.7930293679237366,1.0000001e-06
24,0.5310912728309631,0.8017334342002869,0.5625489354133606,0.7929680347442627,1.0000001e-06
